series,time,juv,adult
1,74,-0.5236609582220211,-0.30859193448254574
1,75,0.1968187729274347,-0.13487157592059057
1,76,0.7228944326994561,0.7794488881055361
2,74,-1.9494485599995137,-0.7147277903732556
2,75,-2.9415839618189303,-2.2555012331783346
2,76,-3.9277910799877813,-3.74701941610379
3,74,-0.2740227552059632,0.33270396320555307
3,75,0.2515261490582901,0.20093472714612914
3,76,0.2399859680237496,0.5990726488103004
4,74,1.457166865060169,1.1366770159011144
4,75,1.2740155278197203,1.1986806192550532
4,76,0.7884416322860679,0.9423696596556437
5,74,1.3519840108811056,1.4595509622929626
5,75,1.0098660353218007,1.2509772137918662
5,76,-0.08448653295846897,0.6116328892690198
6,74,1.0206374801543434,1.0294290304835962
6,75,0.31792650390676896,0.8210267424451699
6,76,-0.3624898460849163,-0.020011311086100703
