series,time,juv_f,adult_f,juv,adult,sim
1,1,0.1892032311489889,0.41850618267697437,-1.28534570659737,-1.03002692733709,1
2,1,-1.7510171437886821,-0.9949820172008713,-0.753044290768257,0.126279374293161,1
3,1,0.06547869969849773,0.4565907894704519,-0.411580972359574,0.237657733094583,1
4,1,0.47818288814468385,0.4095958580935841,-1.28534570659737,0.183826237575128,1
5,1,-1.1058913813633549,-0.7897430861440276,-1.28534570659737,0.237657733094583,1
6,1,-1.75592752781537,-1.7240737349406416,-0.350373814296942,-0.918648568535666,1
1,1,0.1891295538056084,0.4257570898717714,0.536159141595623,0.237657733094583,2
1,2,0.206678851806567,0.2902183007571055,-1.28534570659737,-1.03002692733709,2
2,1,1.9780859309095578,1.8158609450125864,-1.28534570659737,0.593054166306864,2
2,2,2.034928074608156,2.0730241002960503,-0.753044290768257,0.126279374293161,2
3,1,1.983047922287131,1.7759216201189545,0.618448275560071,0.15554899795196,2
3,2,2.0773490904954643,2.13189085728262,-0.411580972359574,0.237657733094583,2
4,1,-0.09696574317995262,0.20716828751446298,0.0224988127852531,0.211176185625796,2
4,2,0.3777055445506916,0.26784137534732316,-1.28534570659737,0.183826237575128,2
5,1,0.5437396308192384,0.9265461193247021,-0.753044290768257,0.33590040808072,2
5,2,-0.24922166653787145,0.11028562774273795,-1.28534570659737,0.237657733094583,2
6,1,0.21521997969720852,0.45325676180735425,-1.28534570659737,-0.820405893549528,2
6,2,0.1904477963081746,0.41444709181497064,-0.350373814296942,-0.918648568535666,2
1,1,-0.5236609582220211,-0.30859193448254574,0.618448275560071,0.33590040808072,3
1,2,0.1968187729274347,-0.13487157592059057,0.536159141595623,0.237657733094583,3
1,3,0.7228944326994561,0.7794488881055361,-1.28534570659737,-1.03002692733709,3
2,1,-1.9494485599995137,-0.7147277903732556,2.62143279142576,1.04263043800892,3
2,2,-2.9415839618189303,-2.2555012331783346,-1.28534570659737,0.593054166306864,3
2,3,-3.9277910799877813,-3.74701941610379,-0.753044290768257,0.126279374293161,3
3,1,-0.2740227552059632,0.33270396320555307,2.26820463429095,0.358753856381792,3
3,2,0.2515261490582901,0.20093472714612914,0.618448275560071,0.15554899795196,3
3,3,0.2399859680237496,0.5990726488103004,-0.411580972359574,0.237657733094583,3
4,1,1.457166865060169,1.1366770159011144,0.548652756438605,0.484104044107036,3
4,2,1.2740155278197203,1.1986806192550532,0.0224988127852531,0.211176185625796,3
4,3,0.7884416322860679,0.9423696596556437,-1.28534570659737,0.183826237575128,3
5,1,1.3519840108811056,1.4595509622929626,1.07847685209768,0.878554640536505,3
5,2,1.0098660353218007,1.2509772137918662,-0.753044290768257,0.33590040808072,3
5,3,-0.08448653295846897,0.6116328892690198,-1.28534570659737,0.237657733094583,3
6,1,1.0206374801543434,1.0294290304835962,-0.0773342771834238,0.0959451701662267,3
6,2,0.31792650390676896,0.8210267424451699,-1.28534570659737,-0.820405893549528,3
6,3,-0.3624898460849163,-0.020011311086100703,-0.350373814296942,-0.918648568535666,3
1,1,0.7156515388786323,0.7776564548058161,-0.197958358611432,0.689403313388867,4
1,2,-0.2261210567026429,0.21995379918752264,0.618448275560071,0.33590040808072,4
1,3,0.42694170359566613,0.3044790540777351,0.536159141595623,0.237657733094583,4
1,4,0.16992518174065954,0.45943256723450004,-1.28534570659737,-1.03002692733709,4
2,1,1.6231889128572,1.459180592247101,-0.882675230126054,1.41963063470958,4
2,2,1.5100114499154351,1.5349828145789381,2.62143279142576,1.04263043800892,4
2,3,1.2791888084645457,1.4036803945140575,-1.28534570659737,0.593054166306864,4
2,4,0.8318456027327626,1.110106876980181,-0.753044290768257,0.126279374293161,4
3,1,1.8057173452338218,1.624964874041579,0.618448275560071,0.733702148767084,4
3,2,1.7644256224846784,1.7988523307661024,2.26820463429095,0.358753856381792,4
3,3,1.637215701375783,1.7541805093670995,0.618448275560071,0.15554899795196,4
3,4,1.4420690052663276,1.6064917357550133,-0.411580972359574,0.237657733094583,4
