series,time,juv,adult
1,75,0.1891295538056084,0.4257570898717714
1,76,0.206678851806567,0.2902183007571055
2,75,1.9780859309095578,1.8158609450125864
2,76,2.034928074608156,2.0730241002960503
3,75,1.983047922287131,1.7759216201189545
3,76,2.0773490904954643,2.13189085728262
4,75,-0.09696574317995262,0.20716828751446298
4,76,0.3777055445506916,0.26784137534732316
5,75,0.5437396308192384,0.9265461193247021
5,76,-0.24922166653787145,0.11028562774273795
6,75,0.21521997969720852,0.45325676180735425
6,76,0.1904477963081746,0.41444709181497064
