variable,MSE,MSE_SE,MAE,MAE_SE,correlation,count,covars,covars_ind,tau_,tau_ind,regularization,regularization_ind
MacJuv,1.4034562513680202,0.3654261696307906,0.9397804331174198,0.16128685453217428,0.5309459245113538,21,"[""PycHel""]",3,0.2,3,10.0,1
MacPyr,2.8582049652022414,1.3034011353335675,1.1670462785685942,0.2735148943733628,0.3439350763810222,21,"[""PycHel""]",3,0.2,3,10.0,1
MacJuv,1.5013492356428324,0.4381120386157041,0.9864918851042942,0.1625089222575499,0.5777027925276105,21,"[""StrPur"", ""PycHel""]",4,0.2,3,10.0,1
MacPyr,1.5235843845922294,0.3305862561775728,1.0830487488325704,0.13239897889418065,0.604184307372055,21,"[""StrPur"", ""PycHel""]",4,0.2,3,10.0,1
MacJuv,1.0033305843313154,0.27273114479253363,0.7934405077067427,0.13670821940567096,0.698093789448842,21,String[],1,0.5,4,10.0,1
MacPyr,0.7893204450672648,0.17667381995385137,0.736402693386142,0.11113764399178631,0.7648016068949883,21,String[],1,0.5,4,10.0,1
MacJuv,0.9154614210712315,0.30819385214284617,0.7171918318932807,0.14161519998516967,0.7366854925153172,21,"[""StrPur""]",2,0.5,4,10.0,1
MacPyr,0.9422952139921325,0.2649238740120206,0.8082406531718613,0.12021694151667131,0.7268605169831364,21,"[""StrPur""]",2,0.5,4,10.0,1
MacJuv,1.4121916896825155,0.35044057648041504,0.9803951932987927,0.15016939678894936,0.5370895880292124,21,"[""PycHel""]",3,0.5,4,10.0,1
MacPyr,1.1218704490756881,0.3101708739187631,0.8568069316527248,0.1392394216713663,0.6384864121307979,21,"[""PycHel""]",3,0.5,4,10.0,1
MacJuv,1.0956796393463575,0.3156043322609218,0.8207686785024633,0.14526155990758152,0.6219795236393408,21,"[""StrPur"", ""PycHel""]",4,0.5,4,10.0,1
MacPyr,1.4724636285899688,0.41437888454333105,0.9377465205676613,0.17220555910788918,0.5228858199059793,21,"[""StrPur"", ""PycHel""]",4,0.5,4,10.0,1
MacJuv,0.8131419529428167,0.29102789042810495,0.7036906291331251,0.12608755914305014,0.7833398710401855,21,String[],1,0.05,1,50.0,2
MacPyr,0.9434814206162114,0.3869685345133163,0.6968588311092561,0.15130584756070278,0.7961338441158409,21,String[],1,0.05,1,50.0,2
MacJuv,27.472344086320284,7.215238370361056,4.069777863548438,0.7385544065162495,-0.3461037304269408,21,"[""StrPur""]",2,0.05,1,50.0,2
MacPyr,6.758198775286714,1.9113165852604066,2.10158677185673,0.3421645668127783,-0.6976602454643874,21,"[""StrPur""]",2,0.05,1,50.0,2
MacJuv,36.46761709945049,6.866939627587455,5.217462802187777,0.6799153994151547,-0.3861923518782233,21,"[""PycHel""]",3,0.05,1,50.0,2
MacPyr,7.7223703321591435,1.5128643316210804,2.4360492252614,0.29900121272851715,-0.5459446062681269,21,"[""PycHel""]",3,0.05,1,50.0,2
MacJuv,1.0466158237971885,0.2738079261299027,0.8678283332197667,0.12113831100403169,0.6627846001612914,21,"[""StrPur"", ""PycHel""]",4,0.05,1,50.0,2
MacPyr,1.7990097695645455,0.612894213494316,1.0427952674015095,0.18862499832333457,0.3604696744229743,21,"[""StrPur"", ""PycHel""]",4,0.05,1,50.0,2
MacJuv,0.8712479563522104,0.25430397885692374,0.735834431250704,0.12841254731103255,0.7712873348667187,21,String[],1,0.1,2,50.0,2
MacPyr,0.9093351165650153,0.24403226630155717,0.7833859201613322,0.12158158097713623,0.764412642074496,21,String[],1,0.1,2,50.0,2
MacJuv,1.0470859628745532,0.3610611710267054,0.8061658046057865,0.14092243582177716,0.7620066709649239,21,"[""StrPur""]",2,0.1,2,50.0,2
MacPyr,1.5228736269498468,0.5051526894077568,0.9014619574123627,0.18844627434472128,0.558338566812345,21,"[""StrPur""]",2,0.1,2,50.0,2
MacJuv,1.7905969284066496,0.4401720978568076,1.122152989046528,0.16299840452909234,0.5840925252898583,21,"[""PycHel""]",3,0.1,2,50.0,2
MacPyr,1.353899757868383,0.32506861340274634,0.9702204951566858,0.14362659026905467,0.6520959378495939,21,"[""PycHel""]",3,0.1,2,50.0,2
MacJuv,0.9542600888839077,0.26958327736681176,0.7934855294751657,0.1274050241155002,0.774998606440036,21,"[""StrPur"", ""PycHel""]",4,0.1,2,50.0,2
MacPyr,1.9293493228019454,0.5926997895404761,1.0351919344844465,0.20709019551638544,0.390908284124396,21,"[""StrPur"", ""PycHel""]",4,0.1,2,50.0,2
MacJuv,0.8854839179730896,0.2737285068473653,0.7285859416432451,0.1331627657442041,0.7608447726161124,21,String[],1,0.2,3,50.0,2
MacPyr,0.8805015486217106,0.22208526946588375,0.7824586584799442,0.11581450608440123,0.7591938358904492,21,String[],1,0.2,3,50.0,2
MacJuv,0.8506262826237784,0.3057587512685152,0.6855859278343269,0.13794894312377384,0.7781396341495967,21,"[""StrPur""]",2,0.2,3,50.0,2
MacPyr,1.0268850824798332,0.24985066655649685,0.8773376337560853,0.11339395020791612,0.6940946231955151,21,"[""StrPur""]",2,0.2,3,50.0,2
MacJuv,0.9571248303173845,0.2503633813651134,0.8057277836912962,0.12408214394208715,0.6748722228847792,21,"[""PycHel""]",3,0.2,3,50.0,2
MacPyr,1.0398691471861234,0.2355416773250513,0.8849646034954377,0.11329315904905432,0.6782949435530479,21,"[""PycHel""]",3,0.2,3,50.0,2
MacJuv,0.9202198468401279,0.25734326170029803,0.7904060325461378,0.12154796389796119,0.6774702145235828,21,"[""StrPur"", ""PycHel""]",4,0.2,3,50.0,2
MacPyr,1.236325499433833,0.30569241043399265,0.9402074668809681,0.13272818439485748,0.6102010215909915,21,"[""StrPur"", ""PycHel""]",4,0.2,3,50.0,2
MacJuv,0.62538292572114,0.20419016290164035,0.593066405844725,0.11697332259527381,0.8454605473832234,21,String[],1,0.5,4,50.0,2
MacPyr,0.7561649796037218,0.16525713916010198,0.7529864780771954,0.09725645054098538,0.7734911637280396,21,String[],1,0.5,4,50.0,2
MacJuv,0.7114204519510483,0.23447157799819335,0.6141802966526746,0.12926774832777907,0.8354542434047193,21,"[""StrPur""]",2,0.5,4,50.0,2
MacPyr,0.7840349009227217,0.17564790683993559,0.759899773272306,0.10163346779073806,0.7648050811430348,21,"[""StrPur""]",2,0.5,4,50.0,2
MacJuv,0.5572808985253848,0.18820073275891744,0.5602962933215516,0.11030615626870388,0.8338732560968602,21,"[""PycHel""]",3,0.5,4,50.0,2
MacPyr,0.798220231756097,0.16265104935282426,0.7795289746460541,0.09761014533422457,0.7581383869600892,21,"[""PycHel""]",3,0.5,4,50.0,2
MacJuv,0.6448594563797381,0.21693186945076426,0.5980363030078908,0.11983572853377085,0.8159252505138149,21,"[""StrPur"", ""PycHel""]",4,0.5,4,50.0,2
MacPyr,0.8365352488412994,0.1701657945902079,0.7977558897553839,0.10003019274246533,0.7448577354367587,21,"[""StrPur"", ""PycHel""]",4,0.5,4,50.0,2
MacJuv,0.8470861928504119,0.31218670373867985,0.7069540458529966,0.1317767373064175,0.7881476556106783,21,String[],1,0.05,1,100.0,3
MacPyr,0.8535480158967161,0.3091544282493037,0.6850761571087012,0.13860351273649066,0.8015615572456553,21,String[],1,0.05,1,100.0,3
MacJuv,18.574221216426174,5.617848180416446,3.0946562191199662,0.6707206610015936,-0.18293892353457714,21,"[""StrPur""]",2,0.05,1,100.0,3
MacPyr,3.645665805494261,1.1892213973343009,1.399358464445515,0.2904704540464444,-0.06581349246848982,21,"[""StrPur""]",2,0.05,1,100.0,3
MacJuv,19.183735181455056,5.510356194978103,3.248894729506785,0.6568263932744364,-0.20018950859637824,21,"[""PycHel""]",3,0.05,1,100.0,3
MacPyr,3.9773963337902387,1.0308590872866896,1.6582525369387895,0.2477493549463153,-0.05181371856983201,21,"[""PycHel""]",3,0.05,1,100.0,3
MacJuv,0.7611364145709556,0.2062829890416489,0.7134072852213744,0.11229124185884319,0.74123856049744,21,"[""StrPur"", ""PycHel""]",4,0.05,1,100.0,3
MacPyr,1.4361757980822514,0.48306449342890984,0.9383381978890712,0.16668791564845692,0.5362413371335164,21,"[""StrPur"", ""PycHel""]",4,0.05,1,100.0,3
MacJuv,0.7607753299235057,0.24558546346511811,0.681918452621702,0.12160644594295351,0.8072626722692747,21,String[],1,0.1,2,100.0,3
MacPyr,0.7715927796679597,0.22960278217172636,0.6989905569620112,0.118954819352958,0.7987953768204371,21,String[],1,0.1,2,100.0,3
MacJuv,0.7403201230590264,0.27144461181034024,0.6162711905105519,0.13426279134699484,0.8104494509735772,21,"[""StrPur""]",2,0.1,2,100.0,3
MacPyr,1.0117255781791892,0.33272594568550956,0.7834104990142391,0.1410662199489038,0.6986654627606621,21,"[""StrPur""]",2,0.1,2,100.0,3
MacJuv,0.898897379970589,0.24754065977515094,0.7607528020154023,0.126521253984519,0.715008652993488,21,"[""PycHel""]",3,0.1,2,100.0,3
MacPyr,0.9500898857954015,0.2601854862851554,0.8167197421111662,0.118966118840885,0.7364853908154791,21,"[""PycHel""]",3,0.1,2,100.0,3
MacJuv,0.6627016711441432,0.19288611056975646,0.6532030003194381,0.10863413632874046,0.7779117250008242,21,"[""StrPur"", ""PycHel""]",4,0.1,2,100.0,3
MacPyr,1.2127893665935778,0.33598162071240967,0.9022613543325829,0.14119380564874487,0.61494791686101,21,"[""StrPur"", ""PycHel""]",4,0.1,2,100.0,3
MacJuv,0.681009075712395,0.22720429819852725,0.6198375383345907,0.12182169383646534,0.8252552031871251,21,String[],1,0.2,3,100.0,3
MacPyr,0.7531567174681489,0.2014806805623312,0.7278382491549783,0.10569016050114712,0.7843867210413414,21,String[],1,0.2,3,100.0,3
MacJuv,0.7508256830005825,0.2646705839408396,0.6180154562742975,0.13580916368320922,0.8196417974458917,21,"[""StrPur""]",2,0.2,3,100.0,3
MacPyr,0.8145314020678247,0.19069747357998354,0.7820802547191951,0.10071789246359943,0.7620157491270394,21,"[""StrPur""]",2,0.2,3,100.0,3
MacJuv,0.6759343387179931,0.2093841993812184,0.6306587176735599,0.11794149408506198,0.7805301238733263,21,"[""PycHel""]",3,0.2,3,100.0,3
MacPyr,0.8722050317820408,0.21327404149508022,0.7969874158565108,0.10886140058542379,0.7401430668572863,21,"[""PycHel""]",3,0.2,3,100.0,3
MacJuv,0.6953329712534957,0.24105583203474396,0.6443263910029836,0.11835887653880586,0.7875027577786463,21,"[""StrPur"", ""PycHel""]",4,0.2,3,100.0,3
MacPyr,0.9048123039735235,0.19965067082567514,0.8185073849670035,0.1083646539993556,0.7253580149012442,21,"[""StrPur"", ""PycHel""]",4,0.2,3,100.0,3
MacJuv,0.5491483641894676,0.19563310329910857,0.5566844176509729,0.10937340246469081,0.8497214884860517,21,String[],1,0.5,4,100.0,3
MacPyr,0.8872553450067387,0.20276362877766155,0.7762685709488611,0.11930265101072814,0.739918020833511,21,String[],1,0.5,4,100.0,3
MacJuv,0.5979309149321137,0.21513816984181278,0.5696319041585443,0.11692955329958825,0.8453469920393712,21,"[""StrPur""]",2,0.5,4,100.0,3
MacPyr,0.9025869616978116,0.23536042346278965,0.7686539839701604,0.12485151473342491,0.7319074227898261,21,"[""StrPur""]",2,0.5,4,100.0,3
MacJuv,0.5089518293895792,0.17942220045745605,0.5288677610744976,0.10706323381199244,0.8500115038437834,21,"[""PycHel""]",3,0.5,4,100.0,3
MacPyr,0.9092131921043102,0.20855095936835352,0.792640919477043,0.11851868309994379,0.7331669602946064,21,"[""PycHel""]",3,0.5,4,100.0,3
MacJuv,0.5509797790087612,0.20210218851054232,0.5394899461807073,0.11400227563051071,0.8437847982463265,21,"[""StrPur"", ""PycHel""]",4,0.5,4,100.0,3
MacPyr,0.922140618803026,0.23966255762741426,0.7856209856999867,0.12347880093983886,0.7252947474433666,21,"[""StrPur"", ""PycHel""]",4,0.5,4,100.0,3
MacJuv,0.6775986612128491,0.23763587562389343,0.6162934083450418,0.12202071464372363,0.8256589249815872,21,String[],1,0.05,1,500.0,4
MacPyr,0.7988842180073864,0.1794684205799481,0.7403549210330874,0.11197294514959358,0.7635966241277548,21,String[],1,0.05,1,500.0,4
MacJuv,0.6729700386707328,0.26013209742306687,0.5931394151098267,0.12671931046882826,0.8319415654456433,21,"[""StrPur""]",2,0.05,1,500.0,4
MacPyr,0.822737858874432,0.1955041575406903,0.7352780413262556,0.11876532760403118,0.7521005549948238,21,"[""StrPur""]",2,0.05,1,500.0,4
MacJuv,0.67156833692147,0.24326632247571894,0.6000528755883829,0.12480081799002417,0.8157893604203104,21,"[""PycHel""]",3,0.05,1,500.0,4
MacPyr,0.800358083737171,0.19164697999274258,0.7417418606540882,0.1118429917094903,0.7777960507333908,21,"[""PycHel""]",3,0.05,1,500.0,4
MacJuv,0.6627515005721589,0.21712050289078647,0.6216415834765121,0.11754004472199542,0.8057325080390656,21,"[""StrPur"", ""PycHel""]",4,0.05,1,500.0,4
MacPyr,0.8743661223882081,0.2036215274845005,0.777321499028867,0.11621906245012532,0.7458047991713921,21,"[""StrPur"", ""PycHel""]",4,0.05,1,500.0,4
MacJuv,0.5940343766630066,0.20932286696673738,0.5811962549226029,0.11319127394082715,0.8415827214026868,21,String[],1,0.1,2,500.0,4
MacPyr,0.8132591031351059,0.1802689838530178,0.7501337120300463,0.11192821744563104,0.7564553385928577,21,String[],1,0.1,2,500.0,4
MacJuv,0.633827792477464,0.23257633417553655,0.5888297741847696,0.11981387430322443,0.8378113295613092,21,"[""StrPur""]",2,0.1,2,500.0,4
MacPyr,0.8331027482599228,0.19741527422494032,0.7515975262766093,0.11580239780652306,0.7473104107554773,21,"[""StrPur""]",2,0.1,2,500.0,4
MacJuv,0.5742116193331507,0.18853949976424422,0.5712885410308317,0.11131958996960378,0.8314354345336128,21,"[""PycHel""]",3,0.1,2,500.0,4
MacPyr,0.8384227832853294,0.1815158779069849,0.7706739999437556,0.1105631876114336,0.750951545927616,21,"[""PycHel""]",3,0.1,2,500.0,4
MacJuv,0.6050315882239093,0.21288275737671497,0.5797133039567068,0.11596639026879904,0.8236027669449969,21,"[""StrPur"", ""PycHel""]",4,0.1,2,500.0,4
MacPyr,0.865942114081014,0.19816858596829331,0.7766703518230691,0.11461354166939523,0.7404849038029232,21,"[""StrPur"", ""PycHel""]",4,0.1,2,500.0,4
MacJuv,0.5405065646844778,0.19527843913764736,0.5515957442960131,0.10868502646616161,0.8443281737957345,21,String[],1,0.2,3,500.0,4
MacPyr,0.9904058800513547,0.23847296376157714,0.8126566791985882,0.12845135301063929,0.7152972141955862,21,String[],1,0.2,3,500.0,4
MacJuv,0.5726862116268312,0.2122830804639889,0.5607074794523644,0.11364271514554014,0.8428151688221897,21,"[""StrPur""]",2,0.2,3,500.0,4
MacPyr,0.9906106498039234,0.26725189437126334,0.7976628898056862,0.13310607875502248,0.7133889291907726,21,"[""StrPur""]",2,0.2,3,500.0,4
MacJuv,0.5183781921274351,0.18408321826303714,0.5445613501864112,0.10531645835542236,0.8472183320367153,21,"[""PycHel""]",3,0.2,3,500.0,4
MacPyr,1.0038682724621624,0.24365660175635592,0.8218082252201216,0.12815996126378873,0.7108123701492709,21,"[""PycHel""]",3,0.2,3,500.0,4
MacJuv,0.5434957618603895,0.20170350651608437,0.54126945841864,0.11192031434095903,0.8439629860599044,21,"[""StrPur"", ""PycHel""]",4,0.2,3,500.0,4
MacPyr,1.0100484219512342,0.2731462898232962,0.8094876167589555,0.13318750321729522,0.7064005804297648,21,"[""StrPur"", ""PycHel""]",4,0.2,3,500.0,4
MacJuv,3.021172214739108,1.7133702448918067,1.0669879486390625,0.30681500388655314,0.25006882001374836,21,String[],1,0.1,2,10.0,1
MacPyr,4.873290127771487,1.4958513159518163,1.7274172240329568,0.307353205765432,-0.37727093247703486,21,String[],1,0.1,2,10.0,1
MacJuv,1.551361754033039,0.4516073761970804,0.9822058061616191,0.17126492757938552,-0.0010348521077975365,21,"[""StrPur""]",2,0.5,4,500.0,4
MacPyr,1.8811231593994027,0.6471884194645597,0.981949640064824,0.21411422930015245,-0.009671913813838222,21,"[""StrPur""]",2,0.5,4,500.0,4
MacJuv,1.5513617553606698,0.45160752049624925,0.9822057303559204,0.17126494951049712,-0.001034687255897872,21,"[""PycHel""]",3,0.5,4,500.0,4
MacPyr,1.8811231343228472,0.6471884614519446,0.9819495219097616,0.21411425346576496,-0.00967093447818987,21,"[""PycHel""]",3,0.5,4,500.0,4
MacJuv,1.5513617357852414,0.4516073817150418,0.9822057974506075,0.17126492741359187,-0.0010345519109430043,21,"[""StrPur"", ""PycHel""]",4,0.5,4,500.0,4
MacPyr,1.881123217711318,0.647188487556931,0.9819496773905482,0.2141142275496792,-0.00967208555117611,21,"[""StrPur"", ""PycHel""]",4,0.5,4,500.0,4
