series,time,juv,adult
1,19,0.6756632987018764,0.3170462888383229
1,21,0.541222728253649,0.17455109094628057
1,22,-0.050268273409411146,0.1749434296344212
1,23,0.4103238732759768,0.18566646397642472
1,24,0.1033404209403637,0.13395597894612166
1,25,0.26360969402253925,0.1920020036465425
1,27,0.17250072357127375,0.17595335259258993
1,28,0.2874728666853036,0.14591213585590515
1,29,0.17414775335518262,0.15512813415798096
2,19,-1.5765424484417963,-2.142106008686532
2,21,-1.982641502784902,-2.62150633726158
2,22,-2.181192081628475,-2.8756721444807813
2,23,-2.379652650724483,-3.1319657823134506
2,24,-2.578224818312333,-3.3892267444011437
2,25,-2.776905329940305,-3.6469880964773647
2,27,-3.1744638536846415,-4.16322946280802
2,28,-3.3732956266515624,-4.421525338814299
2,29,-3.572144723917869,-4.67987722289206
3,19,-0.909293824610569,-0.9790919403114722
3,21,-1.181004614933691,-1.5220037745875201
3,22,-1.366658408026425,-1.7595812268352593
3,23,-1.5593962813798288,-2.0031915890919416
3,24,-1.7550290301962868,-2.25231520047524
3,25,-1.9520673056775955,-2.505114289561001
3,27,-2.348111751004461,-3.0166026064677816
3,28,-2.5466110190105646,-3.273840590889054
3,29,-2.7452626781974776,-3.531562793646553
4,21,1.652429598513637,1.179958931246933
4,22,1.819205230761085,1.3711220686346623
4,23,2.005114771567057,1.5948725089459215
4,24,2.202972090818552,1.84060938528721
4,25,2.4079703033332693,2.1000989653513664
4,26,2.617143247084537,2.367840110126229
4,27,2.8287295094848313,2.6404220300916452
4,28,3.0417026826073874,2.915809261219132
4,29,3.2554703993671534,3.1928112818414545
5,21,1.6651388542048378,1.5996467491815531
5,22,1.8327985652763419,1.7967812886343624
5,23,2.019906998777871,2.0234104473828323
5,24,2.218604964369747,2.2708566410775832
5,25,2.4241180119820744,2.5313734806161845
5,26,2.6335930953407116,2.799720791419255
5,27,2.8453539206997522,3.0726553624416226
5,28,3.058427304488573,3.3482460349230725
5,29,3.272252381905221,3.625364863206857
6,21,-0.5831261355473629,0.003027338130014317
6,22,0.8757882799559908,0.349771705185838
6,23,-0.2639773078159917,0.44221375968784643
6,24,-0.55395411805359,0.06299753838308732
6,25,0.7710282929204518,0.36535221361226444
6,26,-0.5526137671211951,0.3881136784055082
6,27,-0.021391035189985703,-0.01685532892822404
6,28,0.21041074964712062,0.40131715621418423
6,29,-0.38258356648184416,0.13843631468733605
