series,time,juv,adult
1,22,-0.7363814529455011,-1.4758785482747536
1,23,-0.1402027000808885,-1.1586227207906274
1,24,1.4733196645477562,0.8494186962268082
1,25,1.4315884068524776,1.1763528029684693
1,27,1.190843841099101,0.9679761011264297
1,28,0.8529045311640042,0.6662750216614401
1,29,-0.3968339229054079,0.4019795233300209
2,22,-1.5206345323098898,-2.31940708538819
2,23,-1.7137642560193775,-2.552110756911681
2,24,-1.9237071363610974,-2.817937973354134
2,25,-2.144718759570677,-3.106104449626973
2,27,-2.6056062866077743,-3.7225374657653942
2,28,-2.841252348196939,-4.042390135837003
2,29,-3.0787567337553314,-4.366582811631314
3,22,1.2602317158149579,0.8806992277014036
3,23,1.046422120586066,0.960210049496448
3,24,0.1191940688836952,0.50064640254808
3,25,-1.274592863159389,0.3605195826633867
3,27,-0.9566201470567361,-1.0483533726253822
3,28,-1.027137181494138,-1.468463435142652
3,29,-1.1198101706640557,-1.708762894341065
4,23,1.121661211084441,-0.03275979082507582
4,24,1.1715495161226412,0.680808511716596
4,25,0.9914438431895808,0.592323134691715
4,26,0.5031687935937108,0.392335885212724
4,27,-0.7320815567531703,0.3153955244547641
4,28,0.6554558168080805,-0.158547017918406
4,29,0.855280684577076,0.46192041319619875
5,23,-0.05448192220543548,0.4088821065371667
5,24,-0.9375227308993326,0.17208887458317773
5,25,0.004381971965737327,-0.4421967929267757
5,26,0.8777751569176957,0.6586794940265107
5,27,-0.2777334228752813,0.4453894980918337
5,28,-1.1136521422345451,0.16712137783563139
5,29,-0.7229945891147241,-0.582229302280041
6,23,-1.3266821546646135,-1.0458054382031776
6,24,-1.5023941924269062,-1.671205348377952
6,25,-1.6959722293981372,-2.1783030030076076
6,26,-1.9031858346195167,-2.57715920395389
6,27,-2.1223542997300116,-2.91901563979332
6,28,-2.349788506822768,-3.242283486618191
6,29,-2.582349554565014,-3.562966311627505
