series,time,juv,adult
1,24,-1.105949727712503,-1.6203093431726
1,25,-0.9273045640787768,-1.4407437764252125
1,27,-0.4029204102229952,-0.9347057590440297
1,28,0.774964078633617,-0.028388811296402704
1,29,-0.1863623163771229,0.6446890630147164
2,24,-0.9372252698078612,-2.246011195214693
2,25,-0.8779096040161987,-2.1985153622517677
2,27,-0.7173792643319534,-2.0407175932843757
2,28,-0.6128055231404613,-1.9377972191889583
2,29,-0.48665864287978583,-1.813841583070066
3,24,-0.552437117188267,-1.6106804527605432
3,25,-0.47742653567069426,-1.461450373138395
3,27,-0.5002789840882368,-1.4837360672467352
3,28,-0.49934126851795824,-1.4822467518988498
3,29,-0.49956931263590504,-1.4823944919224203
4,25,0.34160424537022693,0.30873350351033774
4,26,1.327732499378035,0.43867414012266914
4,27,0.9590227555207624,0.5810774659173714
4,28,0.781616355396808,0.3450650615859409
4,29,1.2303735191630503,0.5211783292436454
5,25,-0.7727508519019696,0.6783649644546287
5,26,-0.8977594332532723,0.31432512793785494
5,27,2.1226532083566974,0.6780565870670311
5,28,0.8076225989321344,0.9982979224017193
5,29,-0.46671942576541664,0.6175582715221312
6,25,-0.9247658451341937,-0.6804871262082475
6,26,-2.140540404089148,-1.8415054462813714
6,27,-2.6842334343530476,-2.9311465449845424
6,28,-3.153269009717118,-3.723351703493632
6,29,-3.5272070941883067,-4.190199587203438
