series,time,juv,adult
1,18,0.4784114349034071,0.26857228752966467
1,19,0.27328664714511797,0.38956272037410555
1,21,0.3064344304848823,0.36702598907259776
1,22,0.4656092318994716,0.3544628809012978
1,23,0.3309624454172282,0.3528077286781571
1,24,0.4435770629933893,0.36561969675743844
1,25,0.3520900099908079,0.34696033450117253
1,27,0.3688327634778432,0.3465074735259597
1,28,0.4098431332116697,0.3656441175227266
1,29,0.380490680205614,0.34850200256061914
2,18,-0.9542845699848436,-2.651690964595895
2,19,-0.43927767426284653,-2.214156309178163
2,21,1.0277457532318157,-0.673377151265144
2,22,1.3606594242009977,0.7629162476356606
2,23,-0.44301181058264383,0.4160215588944976
2,24,-1.1399044165206007,0.21250171802469442
2,25,-1.5992410918242856,0.03304331577383274
2,27,0.16603059949010396,-0.24857600749983022
2,28,2.131375035854549,0.7513945078357263
2,29,0.008380240909639087,0.45666071520394214
3,18,-0.9391704016125805,-2.0902847171509844
3,19,-0.5820200542365151,-1.9396246696912536
3,21,-0.3639101736761348,-1.5929565176701996
3,22,-0.35698723065321225,-1.5973970480135629
3,23,-0.35553583479491385,-1.5930971686187625
3,24,-0.3565022327124796,-1.5943902387930893
3,25,-0.35623185072335783,-1.594179321863543
3,27,-0.35627377934618915,-1.5941903836840843
3,28,-0.3562702933837062,-1.5941850408235214
3,29,-0.35627142965011327,-1.594186080491878
4,19,1.1838458229430522,0.4337454374237058
4,21,1.1229366482615986,0.43809240010298267
4,22,1.1426278916188577,0.44885009590558284
4,23,1.1585132625354289,0.4488993978391704
4,24,1.157666229192172,0.443431695959693
4,25,1.1494157812085168,0.4404751271825076
4,26,1.1454077730497512,0.441538774920491
4,27,1.1472253274777666,0.44354480570823357
4,28,1.1501966048137866,0.44414207410571993
4,29,1.1509521655737687,0.4434859770821757
5,19,2.0412262816420754,1.1585172613410413
5,21,2.1342112934094417,1.1597547292825416
5,22,0.5594685033967773,0.6119178494595202
5,23,2.218390316647378,1.1397735570055998
5,24,0.5519050219974424,0.6399501461765366
5,25,2.2742311431273152,1.0889122908038829
5,26,0.5641926011153163,0.6697632165273678
5,27,2.282408542065404,1.0047184610667532
5,28,0.5950027249718232,0.7010137697201658
5,29,2.2307801550888966,0.8960008961338265
6,19,0.7325654443323593,0.20946665340563245
6,21,-1.5464626598320363,0.02255485762296832
6,22,-2.277530315235326,-0.08858326490218792
6,23,-3.197104474834865,-0.2299030532839369
6,24,-4.386807438188561,-0.45143590084758867
6,25,-6.125355824311261,-0.9089481173655495
6,26,-8.090586943823247,-2.0330004953238707
6,27,-8.2991976521375,-3.1871962401054734
6,28,-8.557976405044073,-4.318362363637091
6,29,-8.821069976771252,-5.448095699073636
