series,time,juv,adult
1,53,0.24062704398134427,-0.48113511496495015
1,54,0.7683772028119316,0.8630943573033099
1,55,-0.66387169506705,0.3482627816614431
1,57,-0.5849470671281103,-0.9662283471161115
1,60,-0.8236175475978451,0.08450480271401795
1,61,-0.7199163843347264,-0.6845201099317798
1,63,0.9416252261365782,0.8165415772433775
1,64,-0.29227844912806905,0.5195190618410013
1,65,-0.8034978467224203,-0.187534881475185
1,67,0.30032705246779534,-0.44524800777995416
1,68,0.7664216089379674,0.873320368835762
1,69,-0.6800651547405521,0.34985181610905886
1,70,-0.791067109698215,-0.40365041789066086
1,71,-0.8175442638212281,-1.1211525947689238
1,72,-0.6850026500401649,-1.230214008635737
1,73,0.8261377149956941,-0.0038378397901123284
1,74,0.6751418769411024,0.9044036803741087
1,75,-0.8309453385912566,0.31110360471014004
1,76,-0.9716616096250119,-0.5060859270310953
