variable,MSE,MSE_SE,MAE,MAE_SE,correlation,count,covars,covars_ind,tau_,tau_ind,regularization,regularization_ind
MacJuv,1.545350706563879,0.4334059915318671,0.9657338384275649,0.17502983458254215,0.4491981680735665,21,String[],1,0.2,3,10.0,1
MacPyr,1.4619591946848003,0.4541500935829972,0.9153233029056018,0.17665537719565455,0.5369268204430335,21,String[],1,0.2,3,10.0,1
MacJuv,25.86464306263577,6.8027777316101155,4.0664259938306095,0.6829649588132068,-0.3875507414729993,21,"[""StrPur""]",2,0.05,1,10.0,1
MacPyr,7.322827653278213,2.022702618925524,2.1749750154150775,0.3600216198784733,-0.5725184963393799,21,"[""StrPur""]",2,0.05,1,10.0,1
MacJuv,40.68382131011559,9.194561697131487,5.324487388048233,0.785291517992869,-0.362040082370196,21,"[""PycHel""]",3,0.05,1,10.0,1
MacPyr,10.921448122774825,2.48719305386271,2.784896595674651,0.3978566999671216,-0.6098325672119528,21,"[""PycHel""]",3,0.05,1,10.0,1
MacJuv,2.086340345591502,0.5423582430675635,1.171024868253761,0.1890821387020419,0.4454932911734122,21,"[""StrPur"", ""PycHel""]",4,0.05,1,10.0,1
MacPyr,2.142936839697081,0.581654690638064,1.196859400299152,0.1884760482942908,0.3919372624297229,21,"[""StrPur"", ""PycHel""]",4,0.05,1,10.0,1
MacJuv,1.948410363904055,0.8341082142566868,1.0088798894211926,0.2157048600084775,0.5828268348905039,21,String[],1,0.1,2,10.0,1
MacPyr,2.4059439833395695,0.608064530262698,1.2456514793364644,0.20667563661041996,0.3696429451529527,21,String[],1,0.1,2,10.0,1
MacJuv,1.7461232811096794,0.4304147550726765,1.1085831112623146,0.16080528077983722,0.396252082409559,21,"[""StrPur""]",2,0.1,2,10.0,1
MacPyr,0.9295963318894936,0.26096502902719354,0.7924587092870006,0.12280177644575725,0.7149817405723963,21,"[""StrPur""]",2,0.1,2,10.0,1
MacJuv,1.1691279838138466,0.23723252640012252,0.9551692339870453,0.11330924901755547,0.641023064842229,21,"[""PycHel""]",3,0.1,2,10.0,1
MacPyr,2.5774103309931733,0.6722532270986488,1.2776998283527474,0.21735839984004907,0.1587533171164029,21,"[""PycHel""]",3,0.1,2,10.0,1
MacJuv,2.118686774896853,0.8857444665228023,1.0912353266805113,0.21539408495840018,0.5311687004366062,21,"[""StrPur"", ""PycHel""]",4,0.1,2,10.0,1
MacPyr,1.7199522989369838,0.6898177618183137,0.9845456227817257,0.1937294783452337,0.5807149482782297,21,"[""StrPur"", ""PycHel""]",4,0.1,2,10.0,1
MacJuv,1.545350706563879,0.4334059915318671,0.9657338384275649,0.17502983458254215,0.4491981680735665,21,String[],1,0.2,3,10.0,1
MacPyr,1.4619591946848003,0.4541500935829972,0.9153233029056018,0.17665537719565455,0.5369268204430335,21,String[],1,0.2,3,10.0,1
MacJuv,1.8224175182958422,0.5995141316277903,1.0128024572359569,0.19958064797377653,0.45467344182918124,21,"[""StrPur""]",2,0.2,3,10.0,1
MacPyr,1.2580915510688422,0.34068637469889035,0.9030854472462861,0.1487494917706978,0.5944486492654891,21,"[""StrPur""]",2,0.2,3,10.0,1
MacJuv,1.6241748726300198,0.35041577326649587,1.0980636705768096,0.14464284427330026,0.4419586583242443,21,"[""PycHel""]",3,0.2,3,10.0,1
