series,time,juv,adult
1,68,1.4883134493381565,0.6429501050943126
1,69,2.4084120974252734,2.088403696190813
1,70,3.689752661451132,3.4102256021991093
1,71,5.246536858445724,4.841990499075234
1,72,6.894342169504494,6.311309772362694
1,73,8.56680145184736,7.787833001022362
1,74,10.246406976320412,9.265873697556499
1,75,11.928230158807267,10.744317288475672
1,76,13.61076419259935,12.222883658110007
2,68,-0.7113461701585397,-0.5401267848439165
2,69,-0.4540902524303059,-0.7059415929940812
2,70,0.7317341947473018,0.4155377930384542
2,71,0.36134170285933437,0.658367279088767
2,72,-0.05240723718677645,0.24453390652821136
2,73,0.2148870467093583,0.29030134069043145
2,74,0.21429599187391016,0.37084405160740236
2,75,0.16081296138781367,0.32647267292476767
2,76,0.18689614869432483,0.33174258271790436
3,68,-0.8833469428208196,-0.4654170075274856
3,69,-1.2246459287860274,-1.2785256396654645
3,70,-1.7915972586338542,-2.1439986005855975
3,71,-2.54621932510566,-3.1036229149107277
3,72,-3.4747288612445573,-4.212761856116488
3,73,-4.540634992887943,-5.461996940649134
3,74,-5.693369197238849,-6.8037392180401035
3,75,-6.893082316844312,-8.195307520189175
3,76,-8.116039439398815,-9.610863062176508
4,68,0.9198623849288403,0.6707344235833957
4,69,0.15193789624694243,0.49841354201544735
4,70,-0.025058151507933647,0.1664586492952252
4,71,0.2724538163585288,0.24105993893872601
4,72,0.27339434373225135,0.32737985947324727
4,73,0.20907177981222286,0.2857982080712917
4,74,0.231347747973542,0.28291703526355233
4,75,0.23768041105327975,0.2924520994248876
4,76,0.23112390547511355,0.29002534049736856
5,68,0.466033873757524,0.5803364835962098
5,69,0.04414847389261326,0.3448976076640306
5,70,0.15918962782991913,0.30101913943635644
5,71,0.20247124943078063,0.3706354091977373
5,72,0.15977090764107094,0.34656142360869047
5,73,0.17282143790174792,0.34489979784618546
5,74,0.17486001171706547,0.35049993477137936
5,75,0.1712726121604526,0.3480548820510646
5,76,0.17265471177755548,0.34816189190707686
6,68,-0.03166614027521909,0.2198843194043718
6,69,0.2443887414665413,0.36655062490086704
6,70,0.1640114230668943,0.38185932355033564
6,71,0.14972315337970993,0.3443574034185194
6,72,0.17362418203098523,0.3608514371635536
6,73,0.1642518521042185,0.3598422045794802
6,74,0.16437785499535837,0.35709233252487194
6,75,0.16617509079347056,0.3587165865673145
6,76,0.16522122687409613,0.3584221836414997
