series,time,juv,adult
1,65,0.7540176262745668,0.6339233694881858
1,67,0.3177756822543774,0.281001067641488
1,68,0.3795074588020723,0.423097833731279
1,69,0.27736929517228287,0.34734536999754334
1,70,0.3513583993516846,0.3718511639323553
1,71,0.3206542434890343,0.3730540524051022
1,72,0.3254516260577692,0.3651521195521027
1,73,0.3302654353587808,0.37143003784428624
1,74,0.3249709656229975,0.36847967764707795
1,75,0.3280177085445095,0.369157878269653
1,76,0.3269872608053123,0.36942818002542577
2,65,0.6074134665934671,0.4409795333690796
2,67,0.28993091926702597,0.3583323935445139
2,68,0.3716214969513509,0.4536067533780041
2,69,0.2974555521830875,0.409062835355177
2,70,0.3420165569249115,0.4218830333723573
2,71,0.32402902701469866,0.4230393884486569
2,72,0.32745603785508864,0.41841883735335367
2,73,0.3295289728843193,0.4221926273542407
2,74,0.32675289349280295,0.42016961362112065
2,75,0.3286252815582321,0.4208956975115435
2,76,0.3277539837912024,0.42082355463342774
3,65,0.7158934356554522,0.6300383757166339
3,67,0.3449895052500881,0.3876313957932642
3,68,0.35295214811595843,0.49091615784768
3,69,0.2972559556628218,0.42627791150383065
3,70,0.3493426844746258,0.457308939218242
3,71,0.31886069970659575,0.44751542977907127
3,72,0.33208735272078715,0.4476539830813853
3,73,0.3286746054245374,0.4502744229693281
3,74,0.3280748721857872,0.4478619584942089
3,75,0.3295854888378021,0.4493214151759408
3,76,0.32838364411389814,0.44867399544954234
4,65,-0.04522026805685116,-0.16632268852978166
4,67,0.11343678821354632,0.30899782247465907
4,68,0.30032027904975744,0.22590108019669067
4,69,0.38621870550419424,0.34098558875741414
4,70,0.28684518066888304,0.29036814984102094
4,71,0.34120672843930183,0.2964349214242597
4,72,0.3298918489266045,0.3063717945594612
4,73,0.32310357852667815,0.2973270440907135
4,74,0.33153685738632194,0.30132545587226844
4,75,0.32719654777909674,0.3009209823651657
4,76,0.3280462279692107,0.3000841123021219
5,65,-0.16529792750749464,-0.08988197719140917
5,67,0.09983347687310118,0.47519101684711385
5,68,0.3214977474454589,0.3652147399611436
5,69,0.3706603895284549,0.5060725417000889
5,70,0.28574772788106045,0.4254882218268333
5,71,0.35455845041402057,0.4607938208641262
5,72,0.31743921871063896,0.45146476275602065
5,73,0.33214302575144167,0.4499752695566093
5,74,0.32923670510460173,0.4539544158148548
5,75,0.32778175805371595,0.45076108832381434
5,76,0.3299355415673215,0.4525592639062321
6,65,0.7373923313415863,0.5986391974299939
6,67,0.3052052189721887,0.3899670859775935
6,68,0.37406556617304604,0.5241219934612691
6,69,0.29007614877809945,0.4507786649751444
6,70,0.352751061534652,0.48217773762080984
6,71,0.3193307570650704,0.47364935128173324
6,72,0.33296709600691876,0.4726911089512476
6,73,0.32972491585719743,0.4759767663129252
6,74,0.3289278064123721,0.4731989421241596
6,75,0.33058904881798196,0.47486412712792253
6,76,0.32927006941828735,0.4740966900111
