series,time,juv,adult
1,27,-2.4983055179749605,-3.3621335104434533
1,28,-3.7217208286684236,-4.511304054293014
1,29,-5.00378474651886,-5.688687869778017
2,27,-1.3238950679753152,-2.3414745805121218
2,28,-1.3930125938054296,-2.4401061757830074
2,29,-1.4704244604628636,-2.547525998118448
3,27,0.20759678667000284,-0.5655954921617945
3,28,-0.19560566385192202,-0.9192971547617207
3,29,-0.5008143690236665,-1.1439941807367886
4,27,0.7764577689747809,0.41889632653339604
4,28,0.618821565543963,0.463816507305088
4,29,0.41731125399261926,0.3122275528797768
5,27,1.190390431370659,0.32637720453400865
5,28,1.395591968139836,1.022369269657363
5,29,0.9243625305551425,0.997953405421011
6,27,-0.6914891227103405,-0.07686653990434339
6,28,-0.33170705281395996,-0.13298799763490385
6,29,0.06868105443662503,-0.10145214469726244
