variable,MSE,MSE_SE,MAE,MAE_SE,correlation,count,covars,covars_ind,tau_,tau_ind,regularization,regularization_ind
MacJuv,1.2869916225082596,0.5187708114234512,0.865863225779671,0.16390126551535264,0.5484925758949764,21,String[],1,0.05,1,100.0,2
MacPyr,3.543132749337179,1.3835069247867402,1.4239502416387553,0.27527245218820107,-0.5182744676439267,21,String[],1,0.05,1,100.0,2
MacJuv,1.6656974524004777,0.4424257748617301,1.020109607713438,0.17678713763325837,0.31952984437223064,21,"[""StrPur""]",2,0.05,1,50.0,1
MacPyr,2.5141296414261194,0.8100862939741301,1.2539339392786693,0.21699992135381047,-0.022153047306390537,21,"[""StrPur""]",2,0.05,1,50.0,1
MacJuv,1.2350207623947047,0.3723609439134262,0.9025572417933461,0.1449846867226143,0.5502274671395587,21,"[""PycHel""]",3,0.05,1,50.0,1
MacPyr,2.8862617170780323,1.2360876402826038,1.2386945706524823,0.25999014190100506,-0.21973303834219238,21,"[""PycHel""]",3,0.05,1,50.0,1
MacJuv,1.640207730568539,0.4317894037617997,1.068545630685082,0.15786354324421445,0.25548829746877294,21,"[""StrPur"", ""PycHel""]",4,0.05,1,50.0,1
MacPyr,5.999055324608044,3.613323190295122,1.5748893196729663,0.419450769184422,-0.39645932041715726,21,"[""StrPur"", ""PycHel""]",4,0.05,1,50.0,1
MacJuv,0.9268006015092185,0.24989560255390772,0.7445402297276741,0.13646619504959476,0.7084711103614615,21,String[],1,0.1,2,50.0,1
MacPyr,3.9387086911980616,1.870655259948858,1.2942127401245416,0.3364314249960449,-0.47388924365796453,21,String[],1,0.1,2,50.0,1
MacJuv,1.0587775468241245,0.258481750963901,0.8687339604712486,0.12330426852872192,0.6561297392134514,21,"[""StrPur""]",2,0.1,2,50.0,1
MacPyr,3.5320476609168843,1.2414082268407993,1.324632805269372,0.2981103480358471,-0.42516963532813773,21,"[""StrPur""]",2,0.1,2,50.0,1
MacJuv,0.9868681698225872,0.2855904886582003,0.7597116672529556,0.14312692836470742,0.6637839331651698,21,"[""PycHel""]",3,0.1,2,50.0,1
MacPyr,3.0882340705717066,0.9779787212239749,1.2705997668976163,0.27145996969456015,-0.394013230503333,21,"[""PycHel""]",3,0.1,2,50.0,1
MacJuv,1.0300413002008655,0.24333780218593623,0.8535376211288995,0.12278331106434716,0.625650117879648,21,"[""StrPur"", ""PycHel""]",4,0.1,2,50.0,1
MacPyr,3.6111111563097014,1.1797709361382829,1.429794984418965,0.27989260965949714,-0.4612664963938627,21,"[""StrPur"", ""PycHel""]",4,0.1,2,50.0,1
MacJuv,0.8036967683065644,0.23159557917212656,0.6916631274905973,0.1275340908103575,0.7159771998205765,21,String[],1,0.2,3,50.0,1
MacPyr,3.2732797400698965,1.5131070077992743,1.2011749976200485,0.30252754958535366,-0.4688446262718227,21,String[],1,0.2,3,50.0,1
MacJuv,0.8901915323688974,0.22294499967024659,0.7693467393245503,0.12212639498887608,0.6803353439387863,21,"[""StrPur""]",2,0.2,3,50.0,1
MacPyr,4.069985320792996,2.1673782559942367,1.3466354404402074,0.33589866859987727,-0.4339638795367693,21,"[""StrPur""]",2,0.2,3,50.0,1
MacJuv,0.8641907595900545,0.2359145314436953,0.7300526809324664,0.1286883527467371,0.6940392436506309,21,"[""PycHel""]",3,0.2,3,50.0,1
MacPyr,2.6781530753342913,1.1962300273212698,1.142552553682462,0.2619853752986965,-0.17158109413054307,21,"[""PycHel""]",3,0.2,3,50.0,1
MacJuv,1.0888067669058328,0.28548792567226067,0.8496875034109127,0.13543225491978694,0.6091448391069845,21,"[""StrPur"", ""PycHel""]",4,0.2,3,50.0,1
