variable,MSE,MSE_SE,MAE,MAE_SE,correlation,count,covars,covars_ind,tau_,tau_ind,regularization,regularization_ind
MacPyr,3.902184716365961,2.1829193967462976,1.345817743931521,0.32333877872017086,-0.3572292132742935,21,"[""StrPur"", ""PycHel""]",4,0.2,3,50.0,1
MacJuv,0.8120705224193533,0.22377660981072656,0.7323900290589631,0.1174042945880526,0.7409929974517617,21,String[],1,0.5,4,50.0,1
MacPyr,2.3329092904351705,0.9944179441831459,1.1196382639017155,0.23230577354451634,0.1308420656135769,21,String[],1,0.5,4,50.0,1
MacJuv,0.856624649767076,0.24113588798677302,0.7561292200664449,0.11935100592973352,0.726154519265022,21,"[""StrPur""]",2,0.5,4,50.0,1
MacPyr,2.382211049763779,1.0053234006591438,1.1330434472407858,0.23435268255649394,0.11098365603217043,21,"[""StrPur""]",2,0.5,4,50.0,1
MacJuv,0.856511605471072,0.23908907829034973,0.756453632262553,0.11922447477507753,0.7187391416255902,21,"[""PycHel""]",3,0.5,4,50.0,1
MacPyr,2.0350130230345096,0.807535976455386,1.0478791111251222,0.21644426436176745,0.2158641957274989,21,"[""PycHel""]",3,0.5,4,50.0,1
MacJuv,0.808641108748219,0.2344638852105963,0.7166614763810724,0.12145728405894819,0.7432097909618106,21,"[""StrPur"", ""PycHel""]",4,0.5,4,50.0,1
MacPyr,2.460408704704938,1.1148449252111379,1.0789156309227146,0.2545927891806422,-0.29037781374293503,21,"[""StrPur"", ""PycHel""]",4,0.5,4,50.0,1
MacJuv,1.2869916225082596,0.5187708114234512,0.865863225779671,0.16390126551535264,0.5484925758949764,21,String[],1,0.05,1,100.0,2
MacPyr,3.543132749337179,1.3835069247867402,1.4239502416387553,0.27527245218820107,-0.5182744676439267,21,String[],1,0.05,1,100.0,2
MacJuv,1.673028234738654,0.4699460863124727,1.008174621866747,0.18119218616740834,0.29150668297694604,21,"[""StrPur""]",2,0.05,1,100.0,2
MacPyr,2.3830780291689924,0.8108855066814525,1.192418624160667,0.21922771881354036,-0.018654376941595364,21,"[""StrPur""]",2,0.05,1,100.0,2
MacJuv,1.2640689307477233,0.36374585006083854,0.9236519405664657,0.1433415542394328,0.549657962146573,21,"[""PycHel""]",3,0.05,1,100.0,2
MacPyr,2.1676975553510593,0.6359716998724103,1.1312376676268954,0.21071294391815618,0.09620257228664664,21,"[""PycHel""]",3,0.05,1,100.0,2
MacJuv,1.3638854751592064,0.3928022254542034,0.9724427501318719,0.14460991889824998,0.43377857487423543,21,"[""StrPur"", ""PycHel""]",4,0.05,1,100.0,2
MacPyr,2.322674840224443,0.7960858405412897,1.1011256043422137,0.23560531017853112,-0.22666649304491449,21,"[""StrPur"", ""PycHel""]",4,0.05,1,100.0,2
MacJuv,0.9840918471238154,0.2642240094936183,0.7777203838230561,0.13770309577310408,0.6771282658289741,21,String[],1,0.1,2,100.0,2
MacPyr,3.3018179825441574,1.4884283917965664,1.2082685443227552,0.30347200096090643,-0.512557285411902,21,String[],1,0.1,2,100.0,2
MacJuv,0.9227305607484508,0.2441447936481685,0.776660832731777,0.1263978859888159,0.6859854187704685,21,"[""StrPur""]",2,0.1,2,100.0,2
MacPyr,3.9162188275403995,1.9105957920171495,1.3442468286856186,0.3247475397219397,-0.5585592739999499,21,"[""StrPur""]",2,0.1,2,100.0,2
MacJuv,1.0128706624839443,0.27793754554130196,0.8015584088883179,0.13608357351722733,0.6574900837128881,21,"[""PycHel""]",3,0.1,2,100.0,2
MacPyr,2.1145526217362645,0.621363299060176,1.1148913876810265,0.20875461856099609,0.04676249781527629,21,"[""PycHel""]",3,0.1,2,100.0,2
MacJuv,1.1600517476851908,0.29281778557283344,0.8871547419454828,0.1365665060563597,0.5689940785296201,21,"[""StrPur"", ""PycHel""]",4,0.1,2,100.0,2
MacPyr,3.816611522644608,1.5099217302035755,1.4224988017105034,0.29942517277082686,-0.5530276054502693,21,"[""StrPur"", ""PycHel""]",4,0.1,2,100.0,2
MacJuv,0.7829496830300317,0.20685753687246977,0.6985510263947465,0.12144466776126442,0.730513869771146,21,String[],1,0.2,3,100.0,2
MacPyr,2.455190908258063,1.1048790788924945,1.0906233578779743,0.25156824119004323,-0.07644259068727793,21,String[],1,0.2,3,100.0,2
MacJuv,0.8953836615539766,0.23620507242774058,0.7630680775178087,0.12512209449718553,0.6905288936848449,21,"[""StrPur""]",2,0.2,3,100.0,2
MacPyr,2.74386081101043,1.2620773385232924,1.15229233337603,0.26609050992596994,-0.24354367982592942,21,"[""StrPur""]",2,0.2,3,100.0,2
MacJuv,1.0859206247165107,0.27913722796280704,0.853858085674685,0.13357525860811068,0.6336442234007399,21,"[""PycHel""]",3,0.2,3,100.0,2
MacPyr,2.0603319415240686,0.7110970081865086,1.0467093472945168,0.21962826364226842,-0.04588909021278072,21,"[""PycHel""]",3,0.2,3,100.0,2
MacJuv,0.9453691353087054,0.2355493061966386,0.796422540616947,0.12471573118615643,0.6798575621205454,21,"[""StrPur"", ""PycHel""]",4,0.2,3,100.0,2
MacPyr,2.937770480853103,1.2930250504043415,1.2034518559440897,0.27289870934815985,-0.5242548446208903,21,"[""StrPur"", ""PycHel""]",4,0.2,3,100.0,2
MacJuv,0.8612659019361762,0.248266681061912,0.7373371045460994,0.1260158514226982,0.7491020900535088,21,String[],1,0.5,4,100.0,2
MacPyr,2.40415701346812,1.0731614640245764,1.1202699297975076,0.2397031808153167,0.017029129364199813,21,String[],1,0.5,4,100.0,2
MacJuv,0.8735113112022067,0.2530548650920347,0.7456959446809289,0.12598588597311683,0.7456430033734652,21,"[""StrPur""]",2,0.5,4,100.0,2
MacPyr,2.442112919798749,1.0770885181996621,1.1348437510790488,0.2402334885518235,0.007567108175192357,21,"[""StrPur""]",2,0.5,4,100.0,2
MacJuv,0.9012800446390324,0.260640455953871,0.7603014186033349,0.12712627531489884,0.7263263622296343,21,"[""PycHel""]",3,0.5,4,100.0,2
MacPyr,2.2930199244163494,1.0029780451778845,1.0915580220544447,0.23468287207473593,0.049561562641478,21,"[""PycHel""]",3,0.5,4,100.0,2
MacJuv,0.9577649212260807,0.2680699539950823,0.7795786050925632,0.1322917457190761,0.7388909322295064,21,"[""StrPur"", ""PycHel""]",4,0.5,4,100.0,2
MacPyr,2.47221209980734,1.1002333140900775,1.1233543817345382,0.2459966496565709,-0.19501303229332742,21,"[""StrPur"", ""PycHel""]",4,0.5,4,100.0,2
MacJuv,0.8798619562187605,0.1988892376218914,0.7768694608483525,0.1175448418732082,0.6926794635690265,21,String[],1,0.05,1,500.0,3
MacPyr,3.9167151584072144,1.6181528740018685,1.4451183246279409,0.30235312022796695,-0.3516015035283564,21,String[],1,0.05,1,500.0,3
MacJuv,1.1393582149029606,0.3169424597513192,0.8511051793352192,0.1440448174374429,0.5624643974405784,21,"[""StrPur""]",2,0.05,1,500.0,3
MacPyr,2.8891453715302937,1.1813941790159515,1.2329362954160241,0.26163079549014323,-0.3853144216868488,21,"[""StrPur""]",2,0.05,1,500.0,3
MacJuv,0.9046219906884638,0.23221699482573963,0.7623087992426547,0.12718240548237908,0.681862217214326,21,"[""PycHel""]",3,0.05,1,500.0,3
MacPyr,3.806292852926754,1.5208606295581997,1.4716883487462848,0.28639363270603524,-0.5207129575955274,21,"[""PycHel""]",3,0.05,1,500.0,3
MacJuv,1.626637484037472,0.4602577127833362,0.9937302995932443,0.17876487010984476,0.12312664527936859,21,"[""StrPur"", ""PycHel""]",4,0.05,1,500.0,3
MacPyr,1.916134857595404,0.6473817650038574,1.0355975926647774,0.20538652385956602,-0.08510302641057117,21,"[""StrPur"", ""PycHel""]",4,0.05,1,500.0,3
MacJuv,0.7781369071255866,0.1944797599400351,0.7218620977055887,0.1133693122105082,0.7281661139036595,21,String[],1,0.1,2,500.0,3
MacPyr,3.369464929755538,1.5703116565228479,1.29304778402031,0.29133248685957625,-0.5660873561454784,21,String[],1,0.1,2,500.0,3
MacJuv,0.8115875119450896,0.19838071258931445,0.7448922343428268,0.11329674998887672,0.7165286500403396,21,"[""StrPur""]",2,0.1,2,500.0,3
MacPyr,3.3548893578741765,1.5687184188812038,1.2898787910654206,0.2907836018617442,-0.5599946992515509,21,"[""StrPur""]",2,0.1,2,500.0,3
MacJuv,0.7662595815857668,0.18896485417831796,0.7220579479471106,0.11065529842537468,0.7324562800553681,21,"[""PycHel""]",3,0.1,2,500.0,3
MacPyr,3.309259298605891,1.5134642859493963,1.2639865810943658,0.29254035802084366,-0.5520312689735233,21,"[""PycHel""]",3,0.1,2,500.0,3
MacJuv,0.7668177895237488,0.18870930500143462,0.7225265123564464,0.11062848377921906,0.732323006283573,21,"[""StrPur"", ""PycHel""]",4,0.1,2,500.0,3
MacPyr,3.315896416957343,1.5154984518795802,1.2687871968327993,0.2920680970347935,-0.5475993653514893,21,"[""StrPur"", ""PycHel""]",4,0.1,2,500.0,3
MacJuv,0.8153876686197434,0.23507423467764502,0.70261220810548,0.12683133556832193,0.7385544644794481,21,String[],1,0.2,3,500.0,3
MacPyr,2.7361212057362487,1.269705710353332,1.1703111048439747,0.261389854777794,-0.28677429688651557,21,String[],1,0.2,3,500.0,3
MacJuv,0.8358710521413056,0.23599031973059434,0.7235393300192909,0.12497237495873656,0.7383696928475783,21,"[""StrPur""]",2,0.2,3,500.0,3
MacPyr,2.8521457542983666,1.277522309611606,1.2230588291636157,0.26041052731248143,-0.283233629971244,21,"[""StrPur""]",2,0.2,3,500.0,3
MacJuv,0.8564754909216368,0.24169280830578466,0.7296485426259872,0.12729660151893485,0.726506165583904,21,"[""PycHel""]",3,0.2,3,500.0,3
MacPyr,3.067665124623043,1.4533662050136222,1.25220430655255,0.27382928069093426,-0.35222952549825887,21,"[""PycHel""]",3,0.2,3,500.0,3
MacJuv,0.8476247397275609,0.2422144820462714,0.7199554400378405,0.12831385429630746,0.7344135730941407,21,"[""StrPur"", ""PycHel""]",4,0.2,3,500.0,3
MacPyr,3.0947773181767597,1.4526704006376396,1.2484360009342002,0.2771448059903145,-0.3686872530918754,21,"[""StrPur"", ""PycHel""]",4,0.2,3,500.0,3
MacJuv,1.5384228645841358,0.4085998112209967,0.9948747511713547,0.1656271556940273,0.43444263193196697,21,String[],1,0.5,4,500.0,3
MacPyr,2.6860191203342887,1.2034714110919995,1.2005798684638043,0.24946213137205048,-0.145672855942268,21,String[],1,0.5,4,500.0,3
MacJuv,1.5384250621415134,0.40861705608849264,0.9948725510384746,0.1656281481710931,0.43442861172785024,21,"[""StrPur""]",2,0.5,4,500.0,3
MacPyr,2.686062578698808,1.2035354297599827,1.200563444646259,0.24947043853710565,-0.14573824685727607,21,"[""StrPur""]",2,0.5,4,500.0,3
MacJuv,1.5384245365101854,0.4086326683460213,0.9948709785472531,0.1656285411024646,0.4344129542461545,21,"[""PycHel""]",3,0.5,4,500.0,3
MacPyr,2.68593725502966,1.2034860673406642,1.2004955312137493,0.2494742205685267,-0.14577362627480053,21,"[""PycHel""]",3,0.5,4,500.0,3
MacJuv,1.538428618949339,0.4086258541220945,0.9948731003314583,0.16562852006617268,0.4344219948061967,21,"[""StrPur"", ""PycHel""]",4,0.5,4,500.0,3
MacPyr,2.6859590756676996,1.2034871293203777,1.2005150532047826,0.2494717100891821,-0.14576306994563865,21,"[""StrPur"", ""PycHel""]",4,0.5,4,500.0,3
MacJuv,1.1552715950794914,0.3509785742220574,0.8761042569869585,0.13923234645168145,0.5511219210631547,21,String[],1,0.05,1,1000.0,4
MacPyr,3.711537882441781,1.7993606576938461,1.3456833540619078,0.3082753795750219,-0.4834447167574457,21,String[],1,0.05,1,1000.0,4
MacJuv,1.611624072893302,0.45021160537930976,0.9942040049722008,0.17651947051112202,0.26061569727828054,21,"[""StrPur""]",2,0.05,1,1000.0,4
MacPyr,1.94607873910638,0.6405451602603276,1.0473215324695107,0.20605780096032475,-0.09269973640055003,21,"[""StrPur""]",2,0.05,1,1000.0,4
MacJuv,1.6077534973451222,0.44790174532842664,0.9927160327626241,0.176389962248587,0.27024044635216876,21,"[""PycHel""]",3,0.05,1,1000.0,4
MacPyr,1.958208267190372,0.6414280380902269,1.0508086412928763,0.20664092849367852,-0.0828513782843386,21,"[""PycHel""]",3,0.05,1,1000.0,4
MacJuv,1.6232621567496215,0.45692502291630366,0.9997408468519999,0.176604133004478,0.20777726117817003,21,"[""StrPur"", ""PycHel""]",4,0.05,1,1000.0,4
MacPyr,1.9147595076316999,0.6433964286303778,1.0340575202148705,0.20560697368021985,-0.15189938168024608,21,"[""StrPur"", ""PycHel""]",4,0.05,1,1000.0,4
MacJuv,0.7597578763886376,0.20483503717518142,0.6885445336003383,0.119512405556438,0.7351943335649962,21,String[],1,0.1,2,1000.0,4
MacPyr,3.259355175933917,1.5256164281162208,1.2576202323530645,0.28963308919304626,-0.5140275101157337,21,String[],1,0.1,2,1000.0,4
MacJuv,0.7611789504192169,0.20500277913588844,0.6881102225405354,0.1199339968596126,0.7348121605232005,21,"[""StrPur""]",2,0.1,2,1000.0,4
MacPyr,3.236716335419645,1.5108101785248578,1.2547297518546525,0.28830275625030083,-0.5079158541773547,21,"[""StrPur""]",2,0.1,2,1000.0,4
MacJuv,0.7606011782509774,0.20515532664721425,0.688051872130397,0.11983025484176213,0.7349216160585639,21,"[""PycHel""]",3,0.1,2,1000.0,4
MacPyr,3.2356658224311237,1.5190686434261282,1.246209805348148,0.29005404181680133,-0.509984223341989,21,"[""PycHel""]",3,0.1,2,1000.0,4
MacJuv,0.7596741838431944,0.20479706208317716,0.6878644547985951,0.11969057516526219,0.7353397073513723,21,"[""StrPur"", ""PycHel""]",4,0.1,2,1000.0,4
MacPyr,3.2307139620209866,1.5176458719687194,1.2444709128877927,0.29000052663721243,-0.5085261888444251,21,"[""StrPur"", ""PycHel""]",4,0.1,2,1000.0,4
MacJuv,1.0587643063593515,0.2910841851068056,0.8137368052712343,0.14081845015947242,0.7124697650526698,21,String[],1,0.2,3,1000.0,4
MacPyr,2.836208160906321,1.2342384567874523,1.2271391384341934,0.25790867529314576,-0.2422434081580299,21,String[],1,0.2,3,1000.0,4
MacJuv,1.0638416959405343,0.29202858194737713,0.8161607305776902,0.14101832466091516,0.7116991369440476,21,"[""StrPur""]",2,0.2,3,1000.0,4
MacPyr,2.828613422943447,1.2287903666406539,1.2260243331036336,0.2574371532608724,-0.23893729492163482,21,"[""StrPur""]",2,0.2,3,1000.0,4
MacJuv,1.061002970068209,0.2914950941137361,0.8148829686318083,0.14088447705514268,0.7118813999674369,21,"[""PycHel""]",3,0.2,3,1000.0,4
MacPyr,2.8333196660577515,1.2335712024549368,1.2263796478684346,0.2578092924384075,-0.24122885820818069,21,"[""PycHel""]",3,0.2,3,1000.0,4
MacJuv,1.065917843296422,0.2923618605354664,0.8171333722555448,0.1411047297652887,0.7114086528011788,21,"[""StrPur"", ""PycHel""]",4,0.2,3,1000.0,4
MacPyr,2.826357474094954,1.226482246165197,1.2257749822563264,0.2572773957200143,-0.23803991009594103,21,"[""StrPur"", ""PycHel""]",4,0.2,3,1000.0,4
MacJuv,1.5384186254606886,0.40860738240365474,0.9948739976530561,0.16562674214246248,0.43442602481465875,21,String[],1,0.5,4,1000.0,4
MacPyr,2.685793209860908,1.2033238324571118,1.2004996369586824,0.249458797351685,-0.14569625337850445,21,String[],1,0.5,4,1000.0,4
MacJuv,1.5384149363926463,0.4086064066470798,0.9948781581083107,0.16562493576023826,0.43443672914219006,21,"[""StrPur""]",2,0.5,4,1000.0,4
MacPyr,2.6859219594614934,1.2034512338518948,1.200529169927636,0.2494645938419274,-0.14569232647972183,21,"[""StrPur""]",2,0.5,4,1000.0,4
MacJuv,1.538419543818313,0.4086154897193899,0.9948731986927044,0.16562712071717905,0.4344194658178666,21,"[""PycHel""]",3,0.5,4,1000.0,4
MacPyr,2.686115277231602,1.203578391538822,1.2005715568980642,0.24947376755873155,-0.14573480568531808,21,"[""PycHel""]",3,0.5,4,1000.0,4
MacJuv,1.538481206746152,0.4084840132793416,0.9948623232776626,0.16563969398497505,0.4345471943192654,21,"[""StrPur"", ""PycHel""]",4,0.5,4,1000.0,4
MacPyr,2.6828828317781577,1.2033511424586523,1.1988752966054892,0.24955769422793375,-0.14620670494808152,21,"[""StrPur"", ""PycHel""]",4,0.5,4,1000.0,4
