variable,MSE,MSE_SE,MAE,MAE_SE,correlation,count
MacJuv,0.6684591834755759,0.17780519397112318,0.6593346988145772,0.10810572103609198,0.543789437812338,21
MacPyr,1.3126947511182747,0.45446649393719657,0.8325128181010475,0.17601380042708675,0.37128752127936787,21
