variable,MSE,MSE_SE,MAE,MAE_SE,correlation,count
MacJuv,0.8286105212055762,0.23861398107496287,0.7625178711373086,0.11117036866939924,0.4612734220209082,21
MacPyr,1.1320156053474744,0.43341148738284296,0.7688397506431066,0.16445379946637298,0.5985802051512773,21
