variable,MSE,MSE_SE,MAE,MAE_SE,correlation,count,covars,covars_ind,tau_,tau_ind,regularization,regularization_ind
MacJuv,0.8591504895946794,0.21098718471493447,0.7765438863907335,0.11316582569483041,0.6261505220161415,21,"[""StrPur""]",2,0.2,3,500.0,4
MacPyr,0.9333982644696095,0.30672495264184174,0.7447609920146123,0.13760983417674402,0.6708136736280416,21,"[""StrPur""]",2,0.2,3,500.0,4
MacJuv,0.8552535202744135,0.21214843785923126,0.7625595552706098,0.11699496675923783,0.6205385924190003,21,"[""PycHel""]",3,0.2,3,500.0,4
MacPyr,1.0604279021348668,0.32228474811914004,0.8147572748786012,0.14081876387173387,0.6275344223805441,21,"[""PycHel""]",3,0.2,3,500.0,4
MacJuv,0.862211720667383,0.21924987555853606,0.7532627487313303,0.12140983321813437,0.6066794173239899,21,"[""StrPur"", ""PycHel""]",4,0.2,3,500.0,4
MacPyr,0.9756126372061387,0.2944801610482907,0.782883732193882,0.13466731211996416,0.6569664732764445,21,"[""StrPur"", ""PycHel""]",4,0.2,3,500.0,4
MacJuv,1.2129245895278113,0.36197421110541206,0.8474859048168377,0.15727241186307878,0.08593547904612552,21,String[],1,0.5,4,500.0,4
MacPyr,1.6949814861647245,0.5871613783448311,1.0040809873705616,0.1853109355874178,0.04595806245805618,21,String[],1,0.5,4,500.0,4
MacJuv,1.2129367545654883,0.3619793242494587,0.8474887450212321,0.15727358036679676,0.08576996084114914,21,"[""StrPur""]",2,0.5,4,500.0,4
MacPyr,1.6949844053970717,0.5871633691923043,1.0040815933870288,0.18531116523545438,0.045879434284823085,21,"[""StrPur""]",2,0.5,4,500.0,4
MacJuv,1.2129423398770454,0.36198040129296344,0.8474919051517059,0.15727361676062787,0.08569578975789462,21,"[""PycHel""]",3,0.5,4,500.0,4
MacPyr,1.694985337650155,0.5871635591001847,1.0040820172706162,0.1853111761664586,0.04585390730632025,21,"[""PycHel""]",3,0.5,4,500.0,4
MacJuv,1.2129412598167353,0.361980531459825,0.8474909256024226,0.15727370899776671,0.08570864171345455,21,"[""StrPur"", ""PycHel""]",4,0.5,4,500.0,4
MacPyr,1.6949851779609297,0.5871635684225447,1.004081907490744,0.18531118436439273,0.04585826771109101,21,"[""StrPur"", ""PycHel""]",4,0.5,4,500.0,4
