variable,MSE,MSE_SE,MAE,MAE_SE,correlation,count,covars,covars_ind,tau_,tau_ind,regularization,regularization_ind
MacPyr,1.34127593956866,0.4309975852726572,0.8687240636606985,0.1712592246837382,0.4688231997745864,21,"[""StrPur""]",2,0.5,4,500.0,3
MacJuv,0.8417627804966523,0.2813102444724076,0.720406056263713,0.12703894965624052,0.38020016915492266,21,"[""PycHel""]",3,0.5,4,500.0,3
MacPyr,1.3413434771512567,0.4310041899796196,0.8687276887545791,0.1712681639917916,0.46878933955552266,21,"[""PycHel""]",3,0.5,4,500.0,3
MacJuv,0.8418315288836175,0.28128045746160385,0.7204620539452121,0.12703660057413832,0.37996412867350854,21,"[""StrPur"", ""PycHel""]",4,0.5,4,500.0,3
MacPyr,1.3411208842778308,0.43096930923061544,0.868667843559821,0.17125084844212618,0.46889739929986785,21,"[""StrPur"", ""PycHel""]",4,0.5,4,500.0,3
MacJuv,0.6701087800344397,0.18742690271523404,0.6709082527708987,0.10487871480866348,0.46660334268473275,21,String[],1,0.05,1,1000.0,4
MacPyr,1.7253114954058881,0.5371623310558069,1.0100396758834784,0.18776732257598577,-0.08164635665172003,21,String[],1,0.05,1,1000.0,4
MacJuv,0.829252741820722,0.2506585608582763,0.6946465184540792,0.13166604653826822,0.4027179856100362,21,"[""StrPur""]",2,0.05,1,1000.0,4
MacPyr,1.3534389325001484,0.37157904530147134,0.9463801563300632,0.15129499862930587,0.4545552832565787,21,"[""StrPur""]",2,0.05,1,1000.0,4
MacJuv,0.8293874647108106,0.25059501905691606,0.6946616371833587,0.13168763695513458,0.4045748085570679,21,"[""PycHel""]",3,0.05,1,1000.0,4
MacPyr,1.3564825810155046,0.3719017993096836,0.9475190262583255,0.15144145335640097,0.46035543688887937,21,"[""PycHel""]",3,0.05,1,1000.0,4
MacJuv,0.8272519917784358,0.2509542139224247,0.6925654021192054,0.1318342056459361,0.3906776569049075,21,"[""StrPur"", ""PycHel""]",4,0.05,1,1000.0,4
MacPyr,1.3163487626596715,0.3642788775301668,0.9311575795950129,0.14988234129183275,0.5041699673247463,21,"[""StrPur"", ""PycHel""]",4,0.05,1,1000.0,4
MacJuv,0.5257895867360443,0.17055811533760837,0.5342405550662411,0.10963042827120557,0.6125140450435331,21,String[],1,0.1,2,1000.0,4
